League,Team,TriggerScore,TriggerRole,SampleSize,NextWin_Pct,NextLoss_Pct,NextDraw_Pct,NextOver15_Pct,NextOver25_Pct,NextGG_Pct,NextHomeScore_Pct,NextAwayScore_Pct,Hits_NextWin,Hits_NextLoss,Hits_NextDraw,Hits_NextOver15,Hits_NextOver25,Hits_NextGG,Hits_NextHomeScore,Hits_NextAwayScore
England - Virtual,BUR,1:0,Away,15,20,73,7,93,73,67,93,73,3,11,1,14,11,10,14,11
England - Virtual,MUN,1:0,Away,15,53,27,20,67,53,53,73,67,8,4,3,10,8,8,11,10
England - Virtual,MCI,1:0,Home,15,53,20,27,87,80,60,87,73,8,3,4,13,12,9,13,11
England - Virtual,NEW,1:0,Home,15,53,40,7,87,80,67,80,87,8,6,1,13,12,10,12,13
England - Virtual,BOU,1:1,Away,15,33,40,27,73,60,67,93,73,5,6,4,11,9,10,14,11
England - Virtual,FUL,1:1,Home,15,33,40,27,80,33,53,67,80,5,6,4,12,5,8,10,12
England - Virtual,AST,2:0,Away,15,47,40,13,73,67,53,80,60,7,6,2,11,10,8,12,9
England - Virtual,CHE,2:0,Home,15,47,40,13,80,60,60,80,80,7,6,2,12,9,9,12,12
England - Virtual,LIV,2:1,Away,15,33,27,40,80,47,60,80,73,5,4,6,12,7,9,12,11
England - Virtual,CRY,2:1,Away,15,40,40,20,87,67,73,87,80,6,6,3,13,10,11,13,12
England - Virtual,CHE,2:1,Home,15,67,20,13,93,67,67,100,67,10,3,2,14,10,10,15,10
England - Virtual,BOU,2:2,Away,15,27,40,33,100,73,60,73,87,4,6,5,15,11,9,11,13
England - Virtual,FUL,0:0,Home,15,27,53,20,87,60,73,87,87,4,8,3,13,9,11,13,13
England - Virtual,FOR,0:0,Home,15,53,13,33,80,73,67,87,80,8,2,5,12,11,10,13,12
England - Virtual,EVE,0:0,Away,15,40,27,33,73,67,60,87,60,6,4,5,11,10,9,13,9
Spain - Virtual,OVI,2:1,Home,15,40,33,27,80,40,53,87,60,6,5,4,12,6,8,13,9
Spain - Virtual,GET,2:1,Home,15,33,33,33,87,60,67,73,87,5,5,5,13,9,10,11,13
Spain - Virtual,RAY,2:1,Home,15,20,40,40,80,60,73,80,87,3,6,6,12,9,11,12,13
Spain - Virtual,ELC,2:1,Away,15,53,33,13,87,73,60,67,93,8,5,2,13,11,9,10,14
Spain - Virtual,ESP,2:1,Away,15,7,60,33,47,27,33,73,40,1,9,5,7,4,5,11,6
Spain - Virtual,GIR,2:1,Away,15,40,47,13,73,47,53,80,73,6,7,2,11,7,8,12,11
Spain - Virtual,FCB,0:1,Home,15,33,60,7,80,60,53,73,73,5,9,1,12,9,8,11,11
Spain - Virtual,RSO,0:1,Home,15,47,33,20,60,27,33,67,67,7,5,3,9,4,5,10,10
Spain - Virtual,MAL,0:1,Home,15,53,33,13,80,60,60,93,67,8,5,2,12,9,9,14,10
Spain - Virtual,VIL,0:1,Home,15,53,27,20,67,53,60,87,73,8,4,3,10,8,9,13,11
Spain - Virtual,GIR,0:1,Home,15,53,33,13,73,40,40,80,60,8,5,2,11,6,6,12,9
Spain - Virtual,ALA,0:1,Away,15,33,53,13,60,33,20,53,53,5,8,2,9,5,3,8,8
Spain - Virtual,ALA,1:1,Away,15,13,40,47,47,27,33,53,53,2,6,7,7,4,5,8,8
Spain - Virtual,ELC,1:0,Home,15,33,33,33,60,33,40,53,67,5,5,5,9,5,6,8,10
Spain - Virtual,ESP,0:0,Away,15,27,53,20,60,33,47,73,73,4,8,3,9,5,7,11,11
Spain - Virtual,LEV,0:0,Away,15,40,40,20,67,40,47,73,67,6,6,3,10,6,7,11,10
Spain - Virtual,ALA,0:0,Home,15,47,27,27,53,27,33,67,60,7,4,4,8,4,5,10,9
Spain - Virtual,ELC,2:2,Away,15,40,27,33,67,47,53,67,73,6,4,5,10,7,8,10,11
Spain - Virtual,ALA,0:2,Away,15,27,60,13,67,47,53,80,67,4,9,2,10,7,8,12,10
Spain - Virtual,RMA,0:2,Away,15,40,13,47,67,47,40,67,47,6,2,7,10,7,6,10,7
Spain - Virtual,OVI,0:2,Home,15,60,20,20,73,47,47,80,60,9,3,3,11,7,7,12,9
Spain - Virtual,FCB,1:2,Home,15,47,33,20,73,60,47,67,73,7,5,3,11,9,7,10,11
Spain - Virtual,GET,1:2,Away,15,27,33,40,73,33,60,73,80,4,5,6,11,5,9,11,12
Spain - Virtual,RSO,1:2,Away,15,40,33,27,67,47,40,53,73,6,5,4,10,7,6,8,11
Spain - Virtual,MAL,2:0,Away,15,33,53,13,67,47,47,80,60,5,8,2,10,7,7,12,9
Spain - Virtual,VIL,2:0,Away,15,27,20,53,87,47,67,93,67,4,3,8,13,7,10,14,10
Italy - Virtual,VER,0:0,Away,15,27,53,20,80,47,47,73,67,4,8,3,12,7,7,11,10
Italy - Virtual,ROM,0:0,Away,15,33,40,27,73,33,40,73,60,5,6,4,11,5,6,11,9
Italy - Virtual,ROM,0:0,Home,15,33,33,33,87,33,53,80,73,5,5,5,13,5,8,12,11
Italy - Virtual,GEN,0:0,Home,15,20,40,40,53,33,47,67,67,3,6,6,8,5,7,10,10
Italy - Virtual,ATA,1:0,Away,15,33,40,27,60,40,53,73,80,5,6,4,9,6,8,11,12
Italy - Virtual,TOR,1:0,Away,15,27,53,20,73,53,60,87,67,4,8,3,11,8,9,13,10
Italy - Virtual,BFC,2:0,Home,15,47,27,27,60,33,40,73,60,7,4,4,9,5,6,11,9
Italy - Virtual,ROM,2:0,Home,15,40,40,20,93,67,67,87,80,6,6,3,14,10,10,13,12
Italy - Virtual,SAS,2:0,Away,15,20,40,40,60,20,33,73,53,3,6,6,9,3,5,11,8
Italy - Virtual,PAR,2:0,Away,15,33,60,7,67,60,47,80,60,5,9,1,10,9,7,12,9
Italy - Virtual,SAS,1:1,Home,15,33,33,33,60,53,60,80,73,5,5,5,9,8,9,12,11
Italy - Virtual,ATA,0:2,Away,15,53,7,40,67,40,67,73,87,8,1,6,10,6,10,11,13
Italy - Virtual,CAG,0:2,Home,15,47,33,20,100,80,67,80,87,7,5,3,15,12,10,12,13
Italy - Virtual,NAP,1:2,Away,15,33,53,13,60,40,53,73,80,5,8,2,9,6,8,11,12
Italy - Virtual,CAG,1:2,Away,15,20,27,53,87,53,73,87,80,3,4,8,13,8,11,13,12
Italy - Virtual,PAR,1:2,Away,15,33,53,13,67,47,27,80,40,5,8,2,10,7,4,12,6
Italy - Virtual,PIS,1:2,Away,15,40,47,13,67,40,27,60,53,6,7,2,10,6,4,9,8
Italy - Virtual,UDI,1:2,Home,15,33,20,47,67,40,53,67,67,5,3,7,10,6,8,10,10
Italy - Virtual,NAP,1:2,Home,15,33,40,27,80,60,67,80,80,5,6,4,12,9,10,12,12
Italy - Virtual,LAZ,1:2,Home,15,20,33,47,53,27,33,47,67,3,5,7,8,4,5,7,10
Italy - Virtual,PAR,1:2,Home,15,40,20,40,87,67,80,100,80,6,3,6,13,10,12,15,12
Italy - Virtual,USC,1:2,Home,15,20,53,27,47,27,27,40,67,3,8,4,7,4,4,6,10
Italy - Virtual,VER,2:1,Home,15,13,40,47,67,47,60,73,73,2,6,7,10,7,9,11,11
Italy - Virtual,JUV,2:1,Home,15,33,40,27,73,33,40,53,80,5,6,4,11,5,6,8,12
Italy - Virtual,ROM,2:1,Home,15,40,27,33,67,47,47,73,60,6,4,5,10,7,7,11,9
Italy - Virtual,TOR,2:1,Away,15,33,20,47,80,33,53,60,87,5,3,7,12,5,8,9,13
Italy - Virtual,PIS,0:1,Away,15,33,20,47,67,33,53,73,67,5,3,7,10,5,8,11,10
Italy - Virtual,ROM,0:1,Away,15,20,40,40,60,33,40,67,53,3,6,6,9,5,6,10,8
Italy - Virtual,CAG,0:1,Home,15,13,67,20,73,47,40,47,87,2,10,3,11,7,6,7,13
Italy - Virtual,FIO,0:1,Home,15,53,40,7,73,47,27,67,60,8,6,1,11,7,4,10,9
Italy - Virtual,ROM,0:1,Home,15,33,47,20,87,60,53,73,80,5,7,3,13,9,8,11,12
Germany - Virtual,VFB,2:0,Home,15,40,27,33,87,47,60,87,73,6,4,5,13,7,9,13,11
Germany - Virtual,BMG,2:1,Home,15,33,47,20,73,20,27,73,47,5,7,3,11,3,4,11,7
Germany - Virtual,SGE,2:1,Home,15,13,47,40,87,60,80,87,93,2,7,6,13,9,12,13,14
Germany - Virtual,HSV,0:1,Away,15,47,20,33,93,53,67,73,93,7,3,5,14,8,10,11,14
Germany - Virtual,SVW,0:1,Away,15,47,40,13,73,53,47,73,67,7,6,2,11,8,7,11,10
Germany - Virtual,HDH,0:1,Home,15,47,40,13,73,33,40,73,67,7,6,2,11,5,6,11,10
Germany - Virtual,SVW,0:1,Home,15,13,53,33,87,53,80,87,87,2,8,5,13,8,12,13,13
Germany - Virtual,SVW,1:2,Home,15,27,33,40,80,67,73,80,80,4,5,6,12,10,11,12,12
Germany - Virtual,STP,1:2,Away,15,33,33,33,80,67,60,73,80,5,5,5,12,10,9,11,12
Germany - Virtual,VFB,1:2,Away,15,53,20,27,87,67,67,80,87,8,3,4,13,10,10,12,13
Germany - Virtual,RBL,1:1,Home,15,60,13,27,60,40,53,73,73,9,2,4,9,6,8,11,11
Germany - Virtual,LEV,1:1,Home,15,47,20,33,80,40,47,67,73,7,3,5,12,6,7,10,11
Germany - Virtual,VFB,1:1,Home,15,33,33,33,80,67,60,80,73,5,5,5,12,10,9,12,11
Germany - Virtual,HDH,1:1,Away,15,67,27,7,60,33,27,53,67,10,4,1,9,5,4,8,10
Germany - Virtual,UNI,0:0,Away,15,27,60,13,67,47,47,73,67,4,9,2,10,7,7,11,10
Germany - Virtual,SVW,1:0,Home,15,33,40,27,67,47,53,80,67,5,6,4,10,7,8,12,10
Germany - Virtual,SGE,1:0,Away,15,40,47,13,73,60,53,73,73,6,7,2,11,9,8,11,11
France - Virtual,AUX,0:1,Home,15,20,60,20,73,53,47,67,73,3,9,3,11,8,7,10,11
France - Virtual,REN,0:0,Away,15,53,27,20,73,53,60,73,87,8,4,3,11,8,9,11,13
France - Virtual,AUX,1:0,Away,15,20,27,53,60,27,40,67,53,3,4,8,9,4,6,10,8
France - Virtual,REN,1:0,Away,15,33,40,27,67,60,60,67,73,5,6,4,10,9,9,10,11
France - Virtual,STR,1:0,Home,15,27,60,13,93,80,73,87,80,4,9,2,14,12,11,13,12
France - Virtual,AMO,0:2,Away,15,60,13,27,87,67,80,80,100,9,2,4,13,10,12,12,15
France - Virtual,PSG,0:2,Away,15,80,13,7,93,80,67,73,93,12,2,1,14,12,10,11,14
France - Virtual,MET,3:1,Away,15,47,27,27,73,60,67,80,80,7,4,4,11,9,10,12,12
France - Virtual,PSG,3:1,Home,15,47,20,33,80,67,60,80,73,7,3,5,12,10,9,12,11
France - Virtual,LOR,2:0,Away,15,40,27,33,67,60,47,67,67,6,4,5,10,9,7,10,10
France - Virtual,NCE,2:0,Away,15,13,53,33,67,47,67,80,73,2,8,5,10,7,10,12,11
France - Virtual,LYO,1:2,Away,15,40,33,27,80,67,60,67,87,6,5,4,12,10,9,10,13
France - Virtual,OLM,1:2,Away,15,7,47,47,73,33,67,87,73,1,7,7,11,5,10,13,11
France - Virtual,PSG,1:2,Away,15,53,20,27,80,73,73,93,80,8,3,4,12,11,11,14,12
France - Virtual,OLM,1:2,Home,15,60,27,13,73,53,53,80,67,9,4,2,11,8,8,12,10
France - Virtual,LEN,2:2,Home,15,40,20,40,87,60,67,73,87,6,3,6,13,9,10,11,13
France - Virtual,LYO,2:1,Home,15,40,40,20,73,67,60,80,73,6,6,3,11,10,9,12,11
France - Virtual,NAN,2:1,Away,15,20,47,33,80,53,67,93,73,3,7,5,12,8,10,14,11
England - Virtual,FUL,1:2,Home,14,36,36,29,79,50,57,86,64,5,5,4,11,7,8,12,9
England - Virtual,BRE,1:2,Away,14,7,86,7,71,57,57,79,71,1,12,1,10,8,8,11,10
England - Virtual,BUR,1:2,Away,14,43,36,21,64,57,43,71,57,6,5,3,9,8,6,10,8
England - Virtual,ARS,1:2,Away,14,57,21,21,86,64,64,71,93,8,3,3,12,9,9,10,13
England - Virtual,TOT,1:2,Away,14,36,29,36,86,57,50,71,71,5,4,5,12,8,7,10,10
England - Virtual,BUR,0:1,Away,14,57,29,14,71,50,43,79,57,8,4,2,10,7,6,11,8
England - Virtual,EVE,0:1,Away,14,21,57,21,57,36,36,71,57,3,8,3,8,5,5,10,8
England - Virtual,CRY,0:1,Home,14,43,14,43,79,43,71,93,79,6,2,6,11,6,10,13,11
England - Virtual,WOL,0:1,Home,14,43,43,14,64,29,36,64,71,6,6,2,9,4,5,9,10
England - Virtual,LEE,1:0,Away,14,43,43,14,93,79,86,93,93,6,6,2,13,11,12,13,13
England - Virtual,ARS,1:0,Away,14,43,21,36,79,29,64,71,93,6,3,5,11,4,9,10,13
England - Virtual,ARS,1:0,Home,14,36,21,43,79,36,50,71,64,5,3,6,11,5,7,10,9
England - Virtual,FUL,1:1,Away,14,14,57,29,93,50,57,93,64,2,8,4,13,7,8,13,9
England - Virtual,MUN,1:1,Away,14,43,36,21,86,71,79,100,79,6,5,3,12,10,11,14,11
England - Virtual,BUR,2:0,Home,14,14,36,50,71,29,57,71,71,2,5,7,10,4,8,10,10
England - Virtual,CRY,2:0,Home,14,57,36,7,93,86,64,93,64,8,5,1,13,12,9,13,9
England - Virtual,TOT,2:0,Home,14,29,50,21,93,71,64,71,86,4,7,3,13,10,9,10,12
England - Virtual,FOR,2:1,Away,14,21,50,29,93,57,71,100,71,3,7,4,13,8,10,14,10
England - Virtual,AST,2:1,Away,14,57,21,21,93,86,71,71,100,8,3,3,13,12,10,10,14
England - Virtual,SUN,2:1,Home,14,29,36,36,43,21,36,57,64,4,5,5,6,3,5,8,9
England - Virtual,FUL,0:0,Away,14,36,43,21,86,64,79,93,86,5,6,3,12,9,11,13,12
England - Virtual,MUN,0:0,Away,14,29,36,36,64,43,36,71,43,4,5,5,9,6,5,10,6
England - Virtual,LIV,0:2,Away,14,50,43,7,79,57,50,71,79,7,6,1,11,8,7,10,11
England - Virtual,SUN,0:2,Home,14,36,36,29,86,71,71,79,93,5,5,4,12,10,10,11,13
England - Virtual,FUL,1:3,Home,14,64,29,7,86,57,50,71,71,9,4,1,12,8,7,10,10
Spain - Virtual,ESP,2:1,Home,14,36,36,29,86,71,71,79,86,5,5,4,12,10,10,11,12
Spain - Virtual,RSO,2:1,Home,14,29,50,21,79,64,71,86,86,4,7,3,11,9,10,12,12
Spain - Virtual,VIL,2:1,Home,14,43,21,36,57,43,43,79,50,6,3,5,8,6,6,11,7
Spain - Virtual,FCB,2:1,Away,14,50,29,21,71,50,43,57,79,7,4,3,10,7,6,8,11
Spain - Virtual,OSA,2:1,Away,14,64,29,7,36,14,14,43,64,9,4,1,5,2,2,6,9
Spain - Virtual,RAY,2:1,Away,14,29,36,36,64,57,29,50,50,4,5,5,9,8,4,7,7
Spain - Virtual,RBB,2:1,Away,14,43,29,29,86,50,57,79,79,6,4,4,12,7,8,11,11
Spain - Virtual,BIL,0:1,Home,14,43,14,43,57,29,21,57,29,6,2,6,8,4,3,8,4
Spain - Virtual,SEV,0:1,Home,14,36,43,21,71,57,57,86,64,5,6,3,10,8,8,12,9
Spain - Virtual,RMA,0:1,Away,14,29,36,36,79,50,64,86,79,4,5,5,11,7,9,12,11
Spain - Virtual,ELC,1:0,Away,14,36,14,50,93,43,93,100,93,5,2,7,13,6,13,14,13
Spain - Virtual,BIL,1:0,Home,14,29,29,43,79,50,57,79,64,4,4,6,11,7,8,11,9
Spain - Virtual,ELC,0:0,Away,14,29,50,21,71,57,64,79,79,4,7,3,10,8,9,11,11
Spain - Virtual,GET,0:0,Home,14,43,36,21,57,36,43,79,57,6,5,3,8,5,6,11,8
Spain - Virtual,ALA,0:2,Home,14,21,36,43,71,29,50,64,71,3,5,6,10,4,7,9,10
Spain - Virtual,OSA,0:2,Home,14,36,43,21,93,64,64,86,79,5,6,3,13,9,9,12,11
Spain - Virtual,ALA,1:2,Home,14,43,29,29,64,36,50,79,64,6,4,4,9,5,7,11,9
Spain - Virtual,ALA,2:0,Away,14,50,14,36,71,36,29,64,43,7,2,5,10,5,4,9,6
Spain - Virtual,LEV,2:0,Home,14,29,36,36,43,21,36,57,57,4,5,5,6,3,5,8,8
Italy - Virtual,CAG,0:0,Away,14,29,50,21,64,43,50,86,57,4,7,3,9,6,7,12,8
Italy - Virtual,BFC,0:0,Home,14,36,36,29,79,64,79,100,79,5,5,4,11,9,11,14,11
Italy - Virtual,JUV,1:0,Away,14,36,7,57,86,43,71,71,93,5,1,8,12,6,10,10,13
Italy - Virtual,NAP,2:0,Away,14,36,43,21,64,43,29,57,57,5,6,3,9,6,4,8,8
Italy - Virtual,FIO,0:2,Away,14,64,14,21,57,36,43,57,71,9,2,3,8,5,6,8,10
Italy - Virtual,ROM,0:2,Away,14,29,57,14,50,29,21,64,50,4,8,2,7,4,3,9,7
Italy - Virtual,TOR,0:2,Away,14,36,36,29,79,50,57,64,86,5,5,4,11,7,8,9,12
Italy - Virtual,NAP,0:2,Home,14,64,21,14,64,43,43,79,64,9,3,2,9,6,6,11,9
Italy - Virtual,VER,0:2,Home,14,36,36,29,57,43,43,71,57,5,5,4,8,6,6,10,8
Italy - Virtual,JUV,0:2,Home,14,43,29,29,21,14,21,57,50,6,4,4,3,2,3,8,7
Italy - Virtual,TOR,0:2,Home,14,21,50,29,64,21,36,64,64,3,7,4,9,3,5,9,9
Italy - Virtual,SAS,1:2,Away,14,43,43,14,43,43,36,57,64,6,6,2,6,6,5,8,9
Italy - Virtual,JUV,2:2,Away,14,29,43,29,64,29,36,64,71,4,6,4,9,4,5,9,10
Italy - Virtual,COM,2:2,Home,14,43,43,14,50,29,36,57,71,6,6,2,7,4,5,8,10
Italy - Virtual,ROM,2:2,Home,14,57,29,14,93,71,71,93,79,8,4,2,13,10,10,13,11
Italy - Virtual,COM,2:1,Home,14,50,29,21,86,57,36,71,64,7,4,3,12,8,5,10,9
Italy - Virtual,VER,0:1,Away,14,21,43,36,86,36,57,86,71,3,6,5,12,5,8,12,10
Italy - Virtual,COM,0:1,Home,14,21,36,43,71,50,64,79,71,3,5,6,10,7,9,11,10
Germany - Virtual,TSG,2:0,Away,14,29,57,14,86,57,50,71,79,4,8,2,12,8,7,10,11
Germany - Virtual,STP,2:0,Home,14,36,21,43,86,50,57,79,64,5,3,6,12,7,8,11,9
Germany - Virtual,SVW,2:1,Away,14,57,29,14,57,50,29,64,50,8,4,2,8,7,4,9,7
Germany - Virtual,KOE,2:1,Home,14,50,29,21,71,57,57,71,71,7,4,3,10,8,8,10,10
Germany - Virtual,BVB,0:1,Away,14,29,29,43,79,50,57,71,79,4,4,6,11,7,8,10,11
Germany - Virtual,UNI,0:1,Away,14,36,50,14,71,36,36,93,36,5,7,2,10,5,5,13,5
Germany - Virtual,KOE,0:1,Home,14,21,50,29,57,36,50,71,64,3,7,4,8,5,7,10,9
Germany - Virtual,SGE,0:1,Home,14,21,43,36,79,50,50,64,64,3,6,5,11,7,7,9,9
Germany - Virtual,BVB,1:2,Home,14,50,29,21,100,57,64,86,79,7,4,3,14,8,9,12,11
Germany - Virtual,SVW,1:2,Away,14,7,57,36,79,43,71,100,71,1,8,5,11,6,10,14,10
Germany - Virtual,FCA,1:2,Away,14,29,29,43,50,14,36,57,64,4,4,6,7,2,5,8,9
Germany - Virtual,LEV,1:2,Away,14,64,29,7,64,43,36,79,57,9,4,1,9,6,5,11,8
Germany - Virtual,BMG,1:1,Home,14,29,57,14,86,43,43,57,86,4,8,2,12,6,6,8,12
Germany - Virtual,SVW,1:1,Away,14,21,64,14,57,36,21,71,36,3,9,2,8,5,3,10,5
Germany - Virtual,KOE,0:2,Home,14,21,57,21,71,21,29,57,71,3,8,3,10,3,4,8,10
Germany - Virtual,BVB,0:2,Away,14,36,50,14,86,64,64,79,79,5,7,2,12,9,9,11,11
Germany - Virtual,SGE,0:0,Home,14,43,21,36,71,50,57,79,71,6,3,5,10,7,8,11,10
Germany - Virtual,BVB,0:0,Away,14,50,21,29,86,57,64,79,79,7,3,4,12,8,9,11,11
Germany - Virtual,SCF,0:0,Away,14,43,43,14,50,50,43,71,64,6,6,2,7,7,6,10,9
Germany - Virtual,HDH,0:0,Away,14,14,64,21,79,50,57,93,64,2,9,3,11,7,8,13,9
Germany - Virtual,KOE,1:0,Home,14,29,57,14,86,50,57,71,86,4,8,2,12,7,8,10,12
Germany - Virtual,BMG,1:0,Away,14,21,50,29,71,57,50,86,57,3,7,4,10,8,7,12,8
France - Virtual,OLM,0:1,Away,14,36,36,29,93,71,79,86,93,5,5,4,13,10,11,12,13
France - Virtual,LIL,0:1,Away,14,50,36,14,71,57,57,64,93,7,5,2,10,8,8,9,13
France - Virtual,STR,0:1,Away,14,36,64,0,71,57,43,86,57,5,9,0,10,8,6,12,8
France - Virtual,TOU,0:1,Away,14,36,50,14,86,64,64,79,86,5,7,2,12,9,9,11,12
France - Virtual,PFC,0:0,Home,14,14,57,29,64,36,36,57,64,2,8,4,9,5,5,8,9
France - Virtual,LOR,0:0,Home,14,43,14,43,64,64,57,86,64,6,2,6,9,9,8,12,9
France - Virtual,PSG,1:3,Away,14,36,43,21,79,57,79,93,86,5,6,3,11,8,11,13,12
France - Virtual,LOR,1:0,Away,14,36,36,29,86,57,64,86,79,5,5,4,12,8,9,12,11
France - Virtual,PSG,1:0,Away,14,71,14,14,79,57,50,57,86,10,2,2,11,8,7,8,12
France - Virtual,LEN,1:0,Home,14,36,57,7,79,71,50,79,64,5,8,1,11,10,7,11,9
France - Virtual,ANG,3:1,Away,14,21,29,50,64,21,57,71,71,3,4,7,9,3,8,10,10
France - Virtual,REN,2:0,Home,14,50,36,14,86,71,71,86,86,7,5,2,12,10,10,12,12
France - Virtual,LOR,2:0,Home,14,64,21,14,29,14,21,79,36,9,3,2,4,2,3,11,5
France - Virtual,ANG,2:0,Away,14,43,50,7,86,79,64,86,71,6,7,1,12,11,9,12,10
France - Virtual,NAN,1:2,Away,14,50,29,21,43,43,36,57,57,7,4,3,6,6,5,8,8
France - Virtual,ANG,1:2,Home,14,43,43,14,86,50,57,79,79,6,6,2,12,7,8,11,11
France - Virtual,B29,1:1,Away,14,71,21,7,93,86,71,79,93,10,3,1,13,12,10,11,13
France - Virtual,NCE,1:1,Away,14,43,43,14,64,36,29,71,50,6,6,2,9,5,4,10,7
France - Virtual,PFC,1:1,Home,14,43,21,36,64,43,43,79,50,6,3,5,9,6,6,11,7
France - Virtual,PSG,2:1,Home,14,43,21,36,86,50,64,79,79,6,3,5,12,7,9,11,11
France - Virtual,STR,2:1,Home,14,50,29,21,57,29,29,71,50,7,4,3,8,4,4,10,7
France - Virtual,PFC,2:1,Away,14,43,29,29,93,50,79,86,93,6,4,4,13,7,11,12,13
France - Virtual,OLM,2:1,Away,14,29,43,29,64,50,50,71,57,4,6,4,9,7,7,10,8
England - Virtual,MUN,3:0,Home,13,46,38,15,85,69,62,69,92,6,5,2,11,9,8,9,12
England - Virtual,CHE,1:2,Home,13,54,46,0,92,77,62,100,62,7,6,0,12,10,8,13,8
England - Virtual,BOU,1:2,Away,13,31,46,23,62,38,38,69,62,4,6,3,8,5,5,9,8
England - Virtual,EVE,0:1,Home,13,31,31,38,77,54,62,69,77,4,4,5,10,7,8,9,10
England - Virtual,CHE,1:0,Away,13,46,31,23,85,69,69,85,85,6,4,3,11,9,9,11,11
England - Virtual,NEW,1:0,Away,13,31,38,31,69,54,69,85,85,4,5,4,9,7,9,11,11
England - Virtual,WHU,1:0,Home,13,31,54,15,100,62,77,85,92,4,7,2,13,8,10,11,12
England - Virtual,MUN,1:0,Home,13,31,54,15,77,54,62,85,77,4,7,2,10,7,8,11,10
England - Virtual,BHA,2:0,Away,13,31,54,15,62,46,38,69,62,4,7,2,8,6,5,9,8
England - Virtual,BRE,2:0,Away,13,38,38,23,69,62,46,62,77,5,5,3,9,8,6,8,10
England - Virtual,BUR,2:0,Away,13,23,54,23,92,62,69,92,77,3,7,3,12,8,9,12,10
England - Virtual,CHE,2:0,Away,13,46,46,8,69,54,46,77,69,6,6,1,9,7,6,10,9
England - Virtual,LEE,2:0,Home,13,54,38,8,46,23,23,77,46,7,5,1,6,3,3,10,6
England - Virtual,BOU,2:0,Home,13,23,62,15,85,62,69,69,100,3,8,2,11,8,9,9,13
England - Virtual,WOL,2:1,Away,13,54,38,8,69,46,54,62,92,7,5,1,9,6,7,8,12
England - Virtual,LIV,2:1,Home,13,23,62,15,46,31,31,54,69,3,8,2,6,4,4,7,9
England - Virtual,CRY,2:1,Home,13,54,8,38,85,62,85,92,92,7,1,5,11,8,11,12,12
England - Virtual,MUN,2:1,Home,13,38,31,31,85,54,54,69,85,5,4,4,11,7,7,9,11
England - Virtual,NEW,2:2,Away,13,54,38,8,77,69,54,77,77,7,5,1,10,9,7,10,10
England - Virtual,AST,0:0,Away,13,31,54,15,92,31,31,54,69,4,7,2,12,4,4,7,9
England - Virtual,BHA,0:2,Away,13,54,31,15,77,62,46,62,69,7,4,2,10,8,6,8,9
England - Virtual,BOU,0:2,Home,13,46,38,15,85,38,23,62,54,6,5,2,11,5,3,8,7
England - Virtual,CRY,1:3,Home,13,46,54,0,77,54,46,85,62,6,7,0,10,7,6,11,8
Spain - Virtual,BIL,2:1,Home,13,46,23,31,62,31,46,77,54,6,3,4,8,4,6,10,7
Spain - Virtual,RMA,2:1,Home,13,46,23,31,77,46,54,85,62,6,3,4,10,6,7,11,8
Spain - Virtual,MAL,2:1,Home,13,31,8,62,46,8,46,69,54,4,1,8,6,1,6,9,7
Spain - Virtual,RSO,2:1,Away,13,23,38,38,77,38,46,69,69,3,5,5,10,5,6,9,9
Spain - Virtual,MAL,2:1,Away,13,31,54,15,54,31,15,62,46,4,7,2,7,4,2,8,6
Spain - Virtual,RSO,0:1,Away,13,38,46,15,69,31,31,54,69,5,6,2,9,4,4,7,9
Spain - Virtual,GIR,0:1,Away,13,46,15,38,77,46,54,77,62,6,2,5,10,6,7,10,8
Spain - Virtual,VCF,1:0,Home,13,38,31,31,69,38,54,69,69,5,4,4,9,5,7,9,9
Spain - Virtual,RBB,0:0,Home,13,23,31,46,77,62,77,77,85,3,4,6,10,8,10,10,11
Spain - Virtual,ATM,0:0,Home,13,38,31,31,77,46,62,100,62,5,4,4,10,6,8,13,8
Spain - Virtual,GIR,0:0,Home,13,38,23,38,54,46,31,69,38,5,3,5,7,6,4,9,5
Spain - Virtual,SEV,2:2,Home,13,38,23,38,69,46,46,77,54,5,3,5,9,6,6,10,7
Spain - Virtual,OVI,0:2,Away,13,23,62,15,77,46,62,92,69,3,8,2,10,6,8,12,9
Spain - Virtual,ELC,0:2,Home,13,23,31,46,62,23,38,54,54,3,4,6,8,3,5,7,7
Spain - Virtual,SEV,0:2,Home,13,23,38,38,62,54,31,54,62,3,5,5,8,7,4,7,8
Spain - Virtual,MAL,0:2,Home,13,23,54,23,85,38,31,54,69,3,7,3,11,5,4,7,9
Spain - Virtual,OVI,1:2,Home,13,23,46,31,62,31,38,54,69,3,6,4,8,4,5,7,9
Spain - Virtual,ESP,1:2,Home,13,8,54,38,54,31,38,54,62,1,7,5,7,4,5,7,8
Spain - Virtual,RAY,1:2,Home,13,31,23,46,77,31,62,85,77,4,3,6,10,4,8,11,10
Spain - Virtual,SEV,1:2,Home,13,31,62,8,85,54,31,54,77,4,8,1,11,7,4,7,10
Spain - Virtual,ELC,1:2,Away,13,38,38,23,69,62,46,54,85,5,5,3,9,8,6,7,11
Spain - Virtual,SEV,1:2,Away,13,38,31,31,54,23,46,69,69,5,4,4,7,3,6,9,9
Spain - Virtual,MAL,1:2,Away,13,31,38,31,54,23,23,62,46,4,5,4,7,3,3,8,6
